type,reference_designator,deployment,start_date,end_date,author,modified,image_url,comment
exclusion,GI03FLMA-RIM01-02-CTDMOG048,4.0,2017-08-08T15:59:00,2018-06-15T07:59:00,Lori,2019-01-09T16:27:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI03FLMA/GI03FLMA-RIM01-02-CTDMOG048/deployment00004_issue/,Salinity and density values are consistently higher in the recovered_host and telemetered datasets compared to the recovered_inst dataset (salinity: 0.0028 - 0.0031 higher; density: 0.0023 - 0.0026 kg m-3 higher). See the variable comparison analysis for more details: https://github.com/ooi-data-lab/data-review-tools/blob/master/data_review/output/GI03FLMA/GI03FLMA-RIM01-02-CTDMOG048/GI03FLMA-RIM01-02-CTDMOG048_sciencevar_comparison_summary.csv
exclusion,GI03FLMA-RI000-00-CTDMOH000,1.0,2014-09-12T20:11:00,2015-08-18T10:41:00,Lori,2018-12-21T16:12:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI03FLMA/GI03FLMA-RI000-00-CTDMOH000/deployment0001_issue/,Annotation ID 350: Seawater temperature (degrees C) values are negative. Salinity and density are also incorrect. Temperature values in counts are within a similar range to those from deployments 2-4 (these deployments have reasonable temperature values). Annotation ID 350 should be updated with additional information after investigation.
exclusion,GI03FLMA-RI000-00-CTDMOH700,2.0,2015-08-18T23:48:00,2016-07-17T00:00:00,Lori,2018-12-21T16:12:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI03FLMA/GI03FLMA-RI000-00-CTDMOH700/deployment00002_issue/,"Annotation ID 351: Temperature values gradually increased over the length of the deployment. Similar behavior is not observed on the CTDs deployed at ~1700m and ~2300m (GI03FLMA-RI000-00-CTDMOH000 and GI03FLMA-RI000-00-CTDMOH400, respectively). Density and salinity values are also suspect. Annotation ID 351 should be updated with additional information after investigation."
exclusion,GI03FLMB-RIM01-02-CTDMOG062,1.0,2014-11-01T00:00:00,2014-11-02T03:00:00,Lori,2018-12-18T20:37:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI03FLMB/GI03FLMB-RIM01-02-CTDMOG062/deployment0001_issue/,"Conductivity (and salinity and density) dropped suddenly for approx. 24 hours, then returned to reasonable values. Excluding data from final statistics."
exclusion,GI03FLMB-RIM01-02-CTDMOG065,4.0,2017-11-10T20:00:00,2017-11-12T00:00:00,Lori,2018-12-19T14:29:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI03FLMB/GI03FLMB-RIM01-02-CTDMOG065/deployment0004_issue/,"Salinity and density dropped for approx. 24 hours, then returned to reasonable values. Excluding data from final statistics."
exclusion,GI03FLMB-RIM01-02-CTDMOG068,2.0,2015-08-21T17:11:00,2016-07-18T00:00:00,Lori,2018-12-19T16:07:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI03FLMB/GI03FLMB-RIM01-02-CTDMOG068/deployment0002_issue/GI03FLMB-RIM01-02-CTDMOG068-Practical%20Salinity_rmoutliers.png,"Salinity for deployment 2 appears to be shifted low compared to other deployments. The average salinity for deployment 2 is 34.88 while the average salinity for deployments 1, 3, 4 is 34.90. This pattern isn't observed in surrounding CTDMOs."
annotation,GI03FLMB-RIM01-02-CTDMOH069,4.0,2017-08-07T15:49:00,2018-06-11T19:36:00,Lori,2018-12-19T16:43:00,,"Need an annotation explaining to the user why deployment 4 recovered_inst data are not available. According to the ingest csv, recovered_inst data are not expected because: ""could not communicate with instrument""."
exclusion,GI03FLMB-RIM01-02-CTDMOH070,4.0,2017-08-07T15:49:00,2018-06-11T19:36:00,Lori,2018-12-19T19:44:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI03FLMB/GI03FLMB-RIM01-02-CTDMOH070/deployment0004_issue/,"Density and salinity start low and gradually increase before leveling off. This pattern isn't observed in surrounding CTDMOs, or in the previous deployments of this CTDMO. Excluding data from final statistics, and issue should be investigated and annotated."
exclusion,GI03FLMB-RIM01-02-CTDMOH070,1.0,2015-03-05T12:00:00,2015-03-06T12:00:00,Lori,2018-12-19T19:43:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI03FLMB/GI03FLMB-RIM01-02-CTDMOH070/deployment0001_issue/,"Conductivity (and salinity and density) dropped suddenly for approx. 24 hours, then returned to reasonable values. Excluding data from final statistics."
exclusion,GI03FLMA-RI000-00-CTDMOH400,2.0,2015-10-02T00:00:00,2015-10-02T12:00:00,Lori,2018-12-21T16:31:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI03FLMA/GI03FLMA-RI000-00-CTDMOH400/deployment0002_issue/,Practical salinity and density dropped briefly - excluding from final statistics.
exclusion,GI03FLMB-RI000-00-CTDMOH000,2.0,2015-08-21T17:11:00,2016-07-18T00:00:00,Lori,2018-12-21T18:27:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI03FLMB/GI03FLMB-RI000-00-CTDMOH000/deployment0002_issue/GI03FLMB-RI000-00-CTDMOH000-ctdmo_ghqr_instrument-Practical%20Salinity_rmoutliers.png,"Salinity for deployment 2 appears to be shifted high compared to other deployments. The average salinity for deployment 2 is 34.94 while the average salinity for deployments 1, 3, 4 is 34.93. This pattern isn't observed in surrounding CTDMOs."
annotation,GI02HYPM-RIM01-02-CTDMOG039,,2015-08-16T22:59:00,2018-06-16T06:32:00,Lori,2019-01-02T19:29:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI02HYPM/GI02HYPM-RIM01-02-CTDMOG039/deployment_depth_issue/GI02HYPM-RIM01-02-CTDMOG039-Seawater%20Pressure_rmoutliers.png,"Deployments 2, 3, 4: deployment depths from asset management are substantially different than the pressure recorded by the instrument. If the deployment depths in asset management are correct, the data should be annotated to indicate why the pressure values are so different from the depth at which the instrument was deployed."
annotation,GP02HYPM,5.0,2017-07-15T21:25:00,2018-07-26T22:15:00,Lori,2019-01-02T20:38:00,,"The mooring was deployed 9 - 10 km from the location of the previous 4 deployments of this mooring. If this location is correct, the platform should be annotated to inform the users as to why the deployment location changed."
exclusion,GP02HYPM-RIM01-02-CTDMOG039,1.0,2013-07-26T08:11:00,2014-06-14T00:00:00,Lori,2019-01-03T16:07:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP02HYPM/GP02HYPM-RIM01-02-CTDMOG039/deployment0001_issue/,"Data are unreasonable. According to asset management, the instrument was deployed at 150m but pressure values are recorded around 280 dbar. Conductivity, salinity, and density are also unreasonable. Temperature in degrees Celsius appear to be reasonable for a CTD deployed at 280 dbar. The L0 data products (conductivity, pressure and temperature in counts) are in a similar range to those from other deployments."
comment,GP02HYPM,,2016-07-03T02:05:00,2018-07-26T22:15:00,Lori,2019-01-03T14:47:00,,Deployments 4 and 5 don't have deployment depths defined in asset management.
comment,GP03FLMA,,2016-07-01T01:07:00,2018-07-27T22:14:00,Lori,2019-01-03T15:42:00,,Deployments 4 and 5 don't have deployment depths defined in asset management.
comment,GP03FLMB,,2016-07-04T23:07:00,2018-07-25T17:11:00,Lori,2019-01-03T15:44:00,,Deployments 4 and 5 don't have deployment depths defined in asset management.
exclusion,GP02HYPM,2.0,2014-06-16T02:15:00,2014-06-22T12:00:00,Lori,2019-01-03T16:36:00,,Excluding data from the beginning of deployment 2 from the final statistics as the mooring was recovered and re-deployed (annotation ID 580)
exclusion,GP02HYPM-RIM01-02-CTDMOG039,3.0,2015-06-29T00:00:00,2015-07-17T00:00:00,Lori,2019-01-03T18:26:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP02HYPM/GP02HYPM-RIM01-02-CTDMOG039/deployment0003_issue/,Conductivity dropped substantially for several weeks (this affects salinity and density). Temperature and pressure don't appear to be affected. Excluding data from final statistics. Data should be annotated to alert users of the issue.
exclusion,GP02HYPM-RIM01-02-CTDMOG039,4.0,2016-08-27T00:00:00,2016-10-23T00:00:00,Lori,2019-01-03T19:24:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP02HYPM/GP02HYPM-RIM01-02-CTDMOG039/deployment0004_issue1/,Conductivity dropped substantially (this affects salinity and density) then gradually returned to resemble the data that were recorded before the issue. Temperature and pressure don't appear to be affected. Excluding data from final statistics. Data should be annotated to alert users of the issue.
exclusion,GP02HYPM-RIM01-02-CTDMOG039,4.0,2017-03-10T12:00:00,2017-03-12T00:00:00,Lori,2019-01-03T19:32:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP02HYPM/GP02HYPM-RIM01-02-CTDMOG039/deployment0004_issue2/,"Conductivity (and salinity and density) dropped suddenly for approx. 24 hours, then returned to reasonable values. Excluding data from final statistics."
exclusion,GP02HYPM-RIM01-02-CTDMOG039,5.0,2018-04-23T12:00:00,2018-04-25T00:00:00,Lori,2019-01-03T19:43:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP02HYPM/GP02HYPM-RIM01-02-CTDMOG039/deployment0005_issue/,"Conductivity (and salinity and density) dropped suddenly for several hours, then returned to reasonable values. Excluding data from final statistics."
exclusion,GA02HYPM,2.0,2016-05-23T00:00:00,2016-11-05T00:00:00,Lori,2019-01-03T20:26:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA02HYPM/deployment0002_issue/,"Modify annotation ID 130 to indicate the time the mooring fell. According to the pressure data from the CTDMO, the mooring began to fall around 5/23/2016. Excluding data from final statistics."
comment,GP03FLMA-RIM01-02-CTDMOG040,2.0,2014-06-17T06:00:00,2015-06-05T00:00:00,Lori,2019-01-04T15:23:00,,recovered_inst data are not available for download from uFrame. There is an entry in the ingest csv indicating that the raw data file is available. This should be investigated and the recovered_inst data should be made available for download (or the system should have an annotation indicating why the recovered_inst data are not available).
comment,GP03FLMA,5.0,2017-07-13T23:00:00,2018-07-27T22:14:00,Lori,2019-01-04T15:26:00,,"The mooring was deployed 9 - 10 km from the location of the previous 4 deployments of this mooring. If this location is correct, the platform should be annotated to inform the users as to why the deployment location changed."
comment,GP03FLMB,5.0,2017-07-14T22:49:00,2018-07-25T17:11:00,Lori,2019-01-04T15:27:00,,"The mooring was deployed 9 - 10 km from the location of the previous 4 deployments of this mooring. If this location is correct, the platform should be annotated to inform the users as to why the deployment location changed."
comment,GP03FLMA-RIM01-02-CTDMOG040,5.0,2017-10-28T05:15:00,2017-11-05T13:00:00,Lori,2019-01-04T18:30:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMA/GP03FLMA-RIM01-02-CTDMOG040/deployment0005_issue/deployment0005_GP03FLMA-RIM01-02-CTDMOG040_Seawater%20Pressure_rmoutliers.png,"There is a data gap in the recovered_inst data stream from 2017-10-28T05:15:01 to 2017-11-05T13:00:01, however these data are available in the recovered_host data stream. The recovered_inst data should be filled in. See Redmine ticket 13752."
comment,GP03FLMA-RIM01-02-CTDMOG041,2.0,2014-06-27T16:00:00,2014-11-21T16:00:00,Lori,2019-01-10T17:04:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMA/GP03FLMA-RIM01-02-CTDMOG041/deployment0002_issue1/,"Data are missing from the recovered_inst stream in approximately 5 day chunks at relatively regular intervals from 2014-06-27T16:00:01 to 2014-11-21T16:00:01, but data are available in the telemetered stream for those chunks. There are no recovered_host data from deployment 2 for additional comparison. Full list of recovered_inst data gaps (where telemetered data are available) found here in the missing_data column: https://github.com/ooi-data-lab/data-review-tools/blob/master/data_review/output/GP03FLMA/GP03FLMA-RIM01-02-CTDMOG041/GP03FLMA-RIM01-02-CTDMOG041_sciencevar_comparison_summary.csv#L7-L11

There are additional gaps in the recovered_inst dataset that should be investigated. Full list of recovered_inst data gaps for the entire deployment found here in the file_time_gaps column: https://github.com/ooi-data-lab/data-review-tools/blob/master/data_review/output/GP03FLMA/GP03FLMA-RIM01-02-CTDMOG041/GP03FLMA-RIM01-02-CTDMOG041_file_summary.csv#L3

See Redmine ticket 13752"
exclusion,GP03FLMA-RIM01-02-CTDMOG041,2.0,2014-06-17T06:00:00,2015-06-05T00:00:00,Lori,2019-01-04T19:22:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMA/GP03FLMA-RIM01-02-CTDMOG041/deployment0002_issue2/,Salinity and density values are 0.03 psu and 0.02 kg m-3 higher for the recovered_inst dataset compared to the telemetered dataset. Conductivity values are also slightly higher for the recovered_inst dataset (0.003 S m-1). Excluding data from this deployment for statistics as it's unclear which dataset is correct. This should be investigated and the incorrect dataset should be fixed or annotated to indicate which dataset is correct.
exclusion,GP03FLMA-RIM01-02-CTDMOG042,4.0,2016-07-01T01:07:00,2017-07-18T15:13:00,Lori,2019-01-04T19:41:00,,"As confirmed with the pressure data, the instrument slid to approx. 100m at deployment (annotation ID 148). Excluding this dataset from the final statistics."
exclusion,GP03FLMA-RIM01-02-CTDMOG042,3.0,2015-06-06T22:40:00,2016-06-08T19:10:00,Lori,2019-01-04T19:51:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMA/GP03FLMA-RIM01-02-CTDMOG042/deployment0003_issue/,"recovered_inst values are lower than telemetered values for conductivity (0.06 S m-1), salinity (0.6 psu), density (0.5 kg m-3) and pressure (0.08-0.23 dbar). Issue should be investigated and data should be fixed or annotated to indicate which dataset is correct. Annotation ID 413 should be updated. Excluding data from final statistics."
exclusion,GP03FLMA-RIM01-02-CTDMOG043,5.0,2017-11-04T00:00:00,2017-11-05T00:00:00,Lori,2019-01-04T20:28:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMA/GP03FLMA-RIM01-02-CTDMOG043/deployment0005_issue/,"Conductivity (and salinity and density) dropped suddenly for several hours, then returned to reasonable values. Excluding data from final statistics."
comment,GP03FLMA-RIM01-02-CTDMOG044,2.0,2014-06-21T04:00:00,2014-11-21T08:00:00,Lori,2019-01-09T16:25:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMA/GP03FLMA-RIM01-02-CTDMOG044/deployment0002_issue/,"Data are missing from the recovered_inst stream at relatively regular intervals from 2014-06-21T04:00:01 to 2014-11-21T08:00:01, but data are available in the telemetered stream for those chunks. There are no recovered_host data from deployment 2 for additional comparison. Full list of recovered_inst data gaps (where telemetered data are available) found here in the missing_data column: https://github.com/ooi-data-lab/data-review-tools/blob/master/data_review/output/GP03FLMA/GP03FLMA-RIM01-02-CTDMOG044/GP03FLMA-RIM01-02-CTDMOG044_sciencevar_comparison_summary.csv#L7-L11

There are additional gaps in the recovered_inst dataset that should be investigated. Full list of recovered_inst data gaps for the entire deployment found here in the file_time_gaps column: https://github.com/ooi-data-lab/data-review-tools/blob/master/data_review/output/GP03FLMA/GP03FLMA-RIM01-02-CTDMOG044/GP03FLMA-RIM01-02-CTDMOG044_file_summary.csv#L3

See Redmine ticket 13752"
exclusion,GP03FLMA-RIM01-02-CTDMOG046,4.0,2016-10-01T12:00:00,2016-10-02T00:00:00,Lori,2019-01-07T16:19:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMA/GP03FLMA-RIM01-02-CTDMOG046/deployment0004_issue/,"Conductivity (and salinity and density) dropped suddenly for several hours, then returned to reasonable values. Excluding data from final statistics."
exclusion,GP03FLMA-RIM01-02-CTDMOG047,4.0,2017-04-11T08:00:00,2017-04-12T00:00:00,Lori,2019-01-07T16:43:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMA/GP03FLMA-RIM01-02-CTDMOG047/deployment0004_issue/,"Conductivity (and salinity and density) dropped suddenly for several hours, then returned to reasonable values. Excluding data from final statistics."
exclusion,GP03FLMA-RIM01-02-CTDMOG048,2.0,2015-05-10T00:00:00,2015-06-05T00:00:00,Lori,2019-01-07T17:01:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMA/GP03FLMA-RIM01-02-CTDMOG048/deployment0002_issue/,"There was a substantial drop in conductivity, salinity and density at the end of the deployment. A similar pattern is not observed in the surrounding CTDs. Issue should be investigated and annotated in the system to inform the users of any specific issues. Excluding data from final statistics."
exclusion,GP03FLMA-RIM01-02-CTDMOH049,4.0,2016-07-01T01:07:00,2017-07-18T15:13:00,Lori,2019-01-08T20:48:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMA/GP03FLMA-RIM01-02-CTDMOH049/deployment0004_issue/deployment0004_GP03FLMA-RIM01-02-CTDMOH049-recovered_inst-ctdmo_ghqr_instrument_recovered-ctdmo_seawater_pressure_rmoutliers.png,"As confirmed with the pressure data, the instrument slid to approx. 930m at deployment and slid again to approx. 1020m on 2016-11-01 (annotation ID 149). Excluding this dataset from the final statistics."
exclusion,GP03FLMA-RIM01-02-CTDMOH049,5.0,2018-07-26T12:00:00,2018-07-27T22:14:00,Lori,2019-01-08T20:47:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMA/GP03FLMA-RIM01-02-CTDMOH049/deployment0005_issue/,Pressure (and density) increased suddenly at the end of the deployment. Excluding from final statistics.
exclusion,GP03FLMA-RIM01-02-CTDMOH050,5.0,2017-07-13T23:00:00,2018-07-27T22:14:00,Lori,2019-01-09T18:44:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMA/GP03FLMA-RIM01-02-CTDMOH050/deployment0005_issue/,Density and salinity values increase steadily during the beginning of the deployment. A similar pattern isn't observed from this CTDMO during other deployments. This should be investigated and the dataset should be annotated to alert users of any issues that are discovered. Excluding data from final statistics.
exclusion,GP03FLMA-RIM01-02-CTDMOH051,5.0,2017-07-13T23:00:00,2018-07-27T22:14:00,Lori,2019-01-09T18:50:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMA/GP03FLMA-RIM01-02-CTDMOH051/deployment0005_issue/GP03FLMA-RIM01-02-CTDMOH051-Practical%20Salinity_rmoutliers.png,"Salinity values are noticeably lower for deployment 5 compared to the previous 4 deployments, when no other variable is substantially different from previous deployments. This should be double-checked, excluding from final statistics."
annotation,GP03FLMB-RIM01-02-CTDMOG060,2.0,2014-06-20T02:00:00,2015-06-07T00:00:00,Lori,2019-01-09T19:33:00,,Annotation ID 584 should provide more information regarding why recovered data are not available for deployment 2.
comment,GP03FLMB-RIM01-02-CTDMOG061,2.0,2015-03-30T09:45:00,2015-05-22T18:00:00,Lori,2019-01-10T13:42:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMB/GP03FLMB-RIM01-02-CTDMOG061/deployment0002_issue/deployment0002_GP03FLMB-RIM01-02-CTDMOG061-recovered_inst-ctdmo_ghqr_instrument_recovered-ctdmo_seawater_pressure_rmoutliers.png,There are 2 data gaps spanning 10 days (from 2015-03-30T09:45:01 to 2015-04-04T18:00:01 and from 2015-05-17T09:45:01 to 2015-05-22T18:00:01) that should either be annotated or the data should be filled in.
exclusion,GP03FLMB-RIM01-02-CTDMOG061,4.0,2016-08-15T00:00:00,2016-12-01T00:00:00,Lori,2019-01-10T14:00:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMB/GP03FLMB-RIM01-02-CTDMOG061/deployment0004_issue1/,Seawater Pressure: 139 data points are outside of global ranges. An issue with this instrument is possible because pressure in counts also looks suspect. This should be investigated and annotated. Excluding from final statistics.
exclusion,GP03FLMB-RIM01-02-CTDMOG061,4.0,2017-05-29T00:00:00,2017-05-31T00:00:00,Lori,2019-01-10T14:03:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMB/GP03FLMB-RIM01-02-CTDMOG061/deployment0004_issue2/,"Conductivity (and salinity and density) dropped suddenly for several hours, then returned to reasonable values. Excluding data from final statistics."
comment,GI03FLMA-RIS01-05-FLORTD000,4.0,2014-09-12T20:11:00,2018-06-15T07:59:00,Lori,2019-01-10T15:16:00,,The pressure coordinate is the variable pressure_depth (dbar) and is an array of all fill values (-9999999.0) for every deployment for recovered_host and telemetered data. This variable should be filled with the appropriate pressure data from the collocated CTD.
comment,GI03FLMB-RIS01-05-FLORTD000,4.0,2014-09-16T13:24:00,2018-06-11T19:36:00,Lori,2019-01-10T15:23:00,,The pressure coordinate is the variable pressure_depth (dbar) and is an array of all fill values (-9999999.0) for every deployment for recovered_host and telemetered data. This variable should be filled with the appropriate pressure data from the collocated CTD.
exclusion,GP03FLMB-RIM01-02-CTDMOG062,4.0,2016-07-04T23:07:00,2017-07-17T15:02:00,Lori,2019-01-10T16:47:00,,"As confirmed with the pressure data, the instrument slid to approx. 100m at deployment (annotation ID 158). Excluding this dataset from the final statistics."
comment,GP03FLMB-RIM01-02-CTDMOG062,2.0,2014-06-26T08:00:00,2015-05-17T15:45:00,Lori,2019-01-10T17:04:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMB/GP03FLMB-RIM01-02-CTDMOG062/deployment0002_issue/,"Data are missing from the recovered_inst stream at relatively regular intervals from 2014-06-26T08:00:01 to 2014-11-06T12:00:01, but data are available in the telemetered stream for those chunks. There are no recovered_host data from deployment 2 for additional comparison. Full list of recovered_inst data gaps (where telemetered data are available) found here in the missing_data column: https://github.com/ooi-data-lab/data-review-tools/blob/master/data_review/output/GP03FLMB/GP03FLMB-RIM01-02-CTDMOG062/GP03FLMB-RIM01-02-CTDMOG062_sciencevar_comparison_summary.csv#L12-L16

There are additional gaps in the recovered_inst dataset that should be investigated. Full list of recovered_inst data gaps for the entire deployment found here in the file_time_gaps column: https://github.com/ooi-data-lab/data-review-tools/blob/master/data_review/output/GP03FLMB/GP03FLMB-RIM01-02-CTDMOG062/GP03FLMB-RIM01-02-CTDMOG062_file_summary.csv#L3

See Redmine ticket 13752"
comment,GP03FLMB,5.0,,,Lori,2019-01-10T18:52:00,,Annotation ID 1531: recovered_host data are not available for download (Redmine 13628). Issue should be addressed and annotation needs be updated.
comment,GP03FLMB-RIM01-02-CTDMOG064,2.0,2014-06-20T02:00:00,2015-06-07T00:00:00,Lori,2019-01-10T19:07:00,,recovered_inst data are not available for download from uFrame. There is an entry in the ingest csv indicating that the raw data file is available. This should be investigated and the recovered_inst data should be made available for download (or the system should have an annotation indicating why the recovered_inst data are not available).
exclusion,GP03FLMB-RIM01-02-CTDMOG066,1.0,2013-08-12T12:00:00,2013-08-13T12:00:00,Lori,2019-01-10T19:33:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GP/GP03FLMB/GP03FLMB-RIM01-02-CTDMOG066/deployment0001_issue/,"Conductivity (and salinity and density) dropped suddenly for several hours, then returned to reasonable values. Excluding data from final statistics."
comment,CE06ISSM-RID16-03-CTDBPC000,8.0,,,Leila,2019-01-16T14:20:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE06ISSM/CE06ISSM-RID16-03-CTDBPC000/data_found_in_another_stream/deployment0008_CE06ISSM-RID16-03-CTDBPC000_Seawater%20Pressure_rmoutliers.png,"Why are recovered-inst data not in the system?

The missing data in the recovered_host stream are found at the end of the record in the telemetered stream.
"
comment,CE06ISSM-RID16-03-CTDBPC000,,,,Leila,2019-01-15T21:30:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE06ISSM/CE06ISSM-RID16-03-CTDBPC000/,"Deployments 1, 4, and 6: The missing data in the recovered_inst stream are found at the end of the record in both the telemetered and recovered_host streams.

Deployments 1, 2, 3, 4, 5, 6 and 7: The timestamps do not match exactly between the preferred stream and the recovered_host and telemetered streams.



"
annotation,GP03FLMB-RIM01-02-CTDMOG068,2.0,2014-06-20T02:00:00,2015-06-07T00:00:00,Lori,2019-01-11T13:53:00,,Annotation ID 585 should provide more information regarding why recovered data are not available for deployment 2.
