type,reference_designator,deployment,start_date,end_date,author,modified,image_url,comment
comment,CP03ISSM-RID27-03-CTDBPC000,6.0,,,Leila,2019-02-28T21:17:00,,change in the sampling rate from 10 to 900 s
comment,CP03ISSM-MFD37-03-CTDBPD000,,,,Leila,2019-03-01T19:26:00,,"timestamps in the different data delivery methods do not match, so no direct comparison can be made."
comment,CP03ISSM-MFD37-03-CTDBPD000,,,,Leila,2019-03-02T01:47:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP03ISSM/CP03ISSM-MFD37-03-CTDBPD000/pressure-check/CP03ISSM-MFD37-03-CTDBPD000-recovered_inst-ctdbp_cdef_instrument_recovered-ctdbp_seawater_pressure.png,The pressure difference can be as large as 6 dbar between deployments. Is this correct?
comment,CP01CNPM-WFP01-04-FLORTK000,1.0,,,Leila,2019-03-12T12:25:00,,"pressure record in the data file are all NaNs. lgarzio edit: The pressure coordinate (pressure_depth) is an array of all fill values. This variable should contain valid pressure data. There is another variable in the files called in_ctd_pressure that contains what appears to be valid pressure data. This is the case for every FLORTK on every WFP. https://opendap.oceanobservatories.org/thredds/dodsC/ooi/lgarzio@marine.rutgers.edu/20181218T135235-CP01CNPM-WFP01-04-FLORTK000-recovered_wfp-flort_sample/deployment0001_CP01CNPM-WFP01-04-FLORTK000-recovered_wfp-flort_sample_20171106T190203-20180412T120904.nc.ascii?pressure_depth[0:1:1000],int_ctd_pressure[0:1:1000]"
annotation,CP03ISSM-MFD37-04-DOSTAD000,1.0,,,Leila,2019-03-07T18:58:00,,recovered_host data are not annotated in the system as 'Not Expected'.
annotation,CP03ISSM-MFD37-04-DOSTAD000,2.0,,,Leila,2019-03-07T19:01:00,,no annotation in the system for  the 99% of data missing 
annotation,CP03ISSM-MFD37-04-DOSTAD000,3.0,,,Leila,2019-03-07T19:07:00,,no annotation in the system for the 93% of data missing
annotation,CP03ISSM-MFD37-04-DOSTAD000,4.0,,,Leila,2019-03-07T19:12:00,,"gaps at the end of deployment (Oct) and in June, July and August are not annotated in the system.
"
annotation,CP03ISSM-MFD37-04-DOSTAD000,5.0,,,Leila,2019-03-07T19:17:00,,data record ended long before the end of the deployment == 50% of data are missing and not annotated in the system
annotation,CP03ISSM-MFD37-04-DOSTAD000,6.0,,,Leila,2019-03-07T20:49:00,,Aug and Oct gaps in data record not annotated in the system.
annotation,CP03ISSM-MFD37-04-DOSTAD000,7.0,,,Leila,2019-03-07T19:25:00,,revise annotation ID #  335. There are data in the system at the start of the deployment. 
comment,CP03ISSM-MFD37-04-DOSTAD000,1.0,,,Leila,2019-03-08T14:34:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP03ISSM/CP03ISSM-MFD37-04-DOSTAD000/xsection_plots/telemetered/deployment0001/CP03ISSM-MFD37-04-DOSTAD000-telemetered-dosta_abcdjm_dcl_instrument-dissolved_oxygen_rmoutliers.png,pressure record has outliers at the beginning of the record that threw off the mean
exclusion,CP03ISSM-MFD37-04-DOSTAD000,1.0,2014-12-14T00:00:00,2014-12-16T00:00:00,Leila,2019-03-07T20:36:00,,suspect data
comment,GA05MOAS-GL493-02-DOSTAM000,,,,Lori,2019-03-22T14:33:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA05MOAS/GA05MOAS-GL493/GA05MOAS-GL493-02-DOSTAM000/cruise_compare/GA05MOAS-GL493-02-DOSTAM000_D1_shipCTDcompare_sci_abs_oxygen.png,"Comparison with the shipboard CTD cast was done for D0001. The shipboard CTD cast data are corrected for temperature, salinity, and depth (Redmine 14230). The L2 DO data product (corrected for temperature, salinity and depth) is lower for the glider compared to the shipboard data. This could be related to the issue of incorrect default salinity settings on some glider optodes (Redmine 13575).  Comparison to the shipboard bottle data is outside the scope of this project. Note: the conversion from ml/l to umol/kg for the shipboard DO = DO (ml/l) * 44.661 / 1.025."
comment,GA05MOAS-GL494-02-DOSTAM000,,,,Lori,2019-03-22T14:34:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA05MOAS/GA05MOAS-GL494/GA05MOAS-GL494-02-DOSTAM000/cruise_compare/GA05MOAS-GL494-02-DOSTAM000_D1_shipCTDcompare_sci_abs_oxygen.png,"Comparison with the shipboard CTD cast was done for D0001. The shipboard CTD cast data are corrected for temperature, salinity, and depth (Redmine 14230). The L2 DO data product (corrected for temperature, salinity and depth) is lower for the glider compared to the shipboard data. This could be related to the issue of incorrect default salinity settings on some glider optodes (Redmine 13575). Comparison to the shipboard bottle data is outside the scope of this project. Note: the conversion from ml/l to umol/kg for the shipboard DO = DO (ml/l) * 44.661 / 1.025."
comment,GA05MOAS-GL496-02-DOSTAM000,,,,Lori,2019-03-22T14:34:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA05MOAS/GA05MOAS-GL496/GA05MOAS-GL496-02-DOSTAM000/cruise_compare/GA05MOAS-GL496-02-DOSTAM000_D1_shipCTDcompare_sci_abs_oxygen.png,"Comparison with the shipboard CTD cast was done for D0001. The shipboard CTD cast data are corrected for temperature, salinity, and depth (Redmine 14230). The L2 DO data product (corrected for temperature, salinity and depth) is lower for the glider compared to the shipboard data. This could be related to the issue of incorrect default salinity settings on some glider optodes (Redmine 13575). Comparison to the shipboard bottle data is outside the scope of this project. Note: the conversion from ml/l to umol/kg for the shipboard DO = DO (ml/l) * 44.661 / 1.025."
comment,GA05MOAS-GL538-02-DOSTAM000,,,,Lori,2019-03-22T14:34:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA05MOAS/GA05MOAS-GL538/GA05MOAS-GL538-02-DOSTAM000/cruise_compare/GA05MOAS-GL538-02-DOSTAM000_D1_shipCTDcompare_sci_abs_oxygen.png,"Comparison with the shipboard CTD cast was done for D0001. The shipboard CTD cast data are corrected for temperature, salinity, and depth (Redmine 14230). The L2 DO data product (corrected for temperature, salinity and depth) is lower for the glider compared to the shipboard data. This could be related to the issue of incorrect default salinity settings on some glider optodes (Redmine 13575). Comparison to the shipboard bottle data is outside the scope of this project. Note: the conversion from ml/l to umol/kg for the shipboard DO = DO (ml/l) * 44.661 / 1.025."
comment,GA05MOAS-PG562-02-DOSTAM000,,,,Lori,2019-03-22T14:34:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA05MOAS/GA05MOAS-PG562/GA05MOAS-PG562-02-DOSTAM000/cruise_compare/GA05MOAS-PG562-02-DOSTAM000_D1_shipCTDcompare_sci_abs_oxygen.png,"Comparison with the shipboard CTD cast was done for D0001. The shipboard CTD cast data are corrected for temperature, salinity, and depth (Redmine 14230). The L2 DO data product (corrected for temperature, salinity and depth) is lower for the glider compared to the shipboard data. This could be related to the issue of incorrect default salinity settings on some glider optodes (Redmine 13575). Comparison to the shipboard bottle data is outside the scope of this project. Note: the conversion from ml/l to umol/kg for the shipboard DO = DO (ml/l) * 44.661 / 1.025.

 "
comment,GA05MOAS-PG563-02-DOSTAM000,,,,Lori,2019-03-22T14:35:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA05MOAS/GA05MOAS-PG563/GA05MOAS-PG563-02-DOSTAM000/cruise_compare/GA05MOAS-PG563-02-DOSTAM000_D1_shipCTDcompare_sci_abs_oxygen.png,"Comparison with the shipboard CTD cast was done for D0001. The shipboard CTD cast data are corrected for temperature, salinity, and depth (Redmine 14230). The L2 DO data product (corrected for temperature, salinity and depth) is lower for the glider compared to the shipboard data. This could be related to the issue of incorrect default salinity settings on some glider optodes (Redmine 13575). Comparison to the shipboard bottle data is outside the scope of this project. Note: the conversion from ml/l to umol/kg for the shipboard DO = DO (ml/l) * 44.661 / 1.025.

"
comment,GA02HYPM-WFP02-04-CTDPFL000,,,,Lori,2019-03-08T19:48:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA02HYPM/GA02HYPM-WFP02-04-CTDPFL000/cruise_compare/,"Comparisons with shipboard CTD casts were done for D0001, D0002, and R0001. The available science parameter values and patterns are comparable between profiler and CTD cast, however further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project."
comment,GA02HYPM-WFP03-04-CTDPFL000,,,,Lori,2019-03-08T14:44:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA02HYPM/GA02HYPM-WFP03-04-CTDPFL000/cruise_compare/,"Comparisons with shipboard CTD casts were done for D0001, D0002, and R0001. D0001: conductivity, density and salinity are lower for the platform compared to the shipboard CTD. D0002 and R0001: salinity is lower for the platform compared to the shipboard CTD. Further analysis using the shipboard water sampling data should be done. This is outside the scope of this project."
comment,GA02HYPM-WFP02-01-FLORDL000,,,,Lori,2019-03-08T16:31:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA02HYPM/GA02HYPM-WFP02-01-FLORDL000/cruise_compare/,"Comparisons with shipboard CTD casts were done for D0001, D0002, and R0001. Chl-a recorded by the profiler was higher compared to the CTD cast for D0001 and D0002. Further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project.

"
comment,GA02HYPM-WFP03-01-FLORDL000,,,,Lori,2019-03-08T16:30:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA02HYPM/GA02HYPM-WFP03-01-FLORDL000/cruise_compare/,"Comparisons with shipboard CTD casts were done for D0001, D0002, and R0001. Chl-a recorded by the profiler was higher compared to the CTD cast for D0002. Further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project."
annotation,CP03ISSM-MFD37-04-DOSTAD000,2.0,,,Leila,2019-03-08T19:04:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP03ISSM/CP03ISSM-MFD37-03-CTDBPD000/pressure-check/deploymenr0002_pressure.jpg,"recovered_host pressure record in the data file is a constant value of 93.8 dbar. 
The recovered_host CTD file in the DO folder are reporting one value: see (https://opendap.oceanobservatories.org/thredds/dodsC/ooi/lgarzio@marine.rutgers.edu/20181212T235659-CP03ISSM-MFD37-04-DOSTAD000-recovered_host-dosta_abcdjm_dcl_instrument_recovered/deployment0002_CP03ISSM-MFD37-03-CTDBPD000-recovered_host-ctdbp_cdef_dcl_instrument_recovered_20150509T010502.785000-20150509T010502.785000.nc.ascii?pressure[0:1:0])

This is in agreement with what the CTD file in the CTD folder are reporting: see (https://opendap.oceanobservatories.org/thredds/dodsC/ooi/lgarzio@marine.rutgers.edu/20181212T235133-CP03ISSM-MFD37-03-CTDBPD000-recovered_host-ctdbp_cdef_dcl_instrument_recovered/deployment0002_CP03ISSM-MFD37-03-CTDBPD000-recovered_host-ctdbp_cdef_dcl_instrument_recovered_20150509T010502.785000-20150509T010502.785000.nc.ascii?pressure[0:1:0])

Telemetered data are also missing.

There are data in the recovered_inst CTD folder see: (https://opendap.oceanobservatories.org/thredds/dodsC/ooi/lgarzio@marine.rutgers.edu/20181212T235146-CP03ISSM-MFD37-03-CTDBPD000-recovered_inst-ctdbp_cdef_instrument_recovered/deployment0002_CP03ISSM-MFD37-03-CTDBPD000-recovered_inst-ctdbp_cdef_instrument_recovered_20150509T010501-20151021T183501.nc.ascii?ctdbp_seawater_pressure[0:1:15839])
"
comment,GA05MOAS-GL493-04-CTDGVM000,,,,Lori,2019-03-08T19:49:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA05MOAS/GA05MOAS-GL493/GA05MOAS-GL493-04-CTDGVM000/cruise_compare/,"Comparison with the shipboard CTD cast was done for D0001. The available science parameter values and patterns are comparable between the glider and CTD cast, however further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project."
comment,GA05MOAS-GL493-01-FLORDM000,,,,Lori,2019-03-08T16:27:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA05MOAS/GA05MOAS-GL493/GA05MOAS-GL493-01-FLORDM000/cruise_compare/GA05MOAS-GL493-01-FLORDM000_D1_shipCTDcompare_sci_flbb_chlor_units.png,Comparison with the shipboard CTD cast was done for D0001. Chl-a recorded by the glider was higher compared to the CTD cast. Further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project.
comment,GA05MOAS-GL494-01-FLORDM000,,,,Lori,2019-03-08T16:28:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA05MOAS/GA05MOAS-GL494/GA05MOAS-GL494-01-FLORDM000/cruise_compare/GA05MOAS-GL494-01-FLORDM000_D1_shipCTDcompare_sci_flbb_chlor_units.png,Comparison with the shipboard CTD cast was done for D0001.  Chl-a recorded by the glider was higher compared to the CTD cast. Further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project.
comment,GA05MOAS-GL496-01-FLORDM000,,,,Lori,2019-03-08T16:29:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA05MOAS/GA05MOAS-GL496/GA05MOAS-GL496-01-FLORDM000/cruise_compare/GA05MOAS-GL496-01-FLORDM000_D1_shipCTDcompare_sci_flbb_chlor_units.png,Comparison with the shipboard CTD cast was done for D0001. Chl-a recorded by the glider was higher compared to the CTD cast. Further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project.
comment,GA05MOAS-GL538-01-FLORDM000,,,,Lori,2019-03-08T16:35:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA05MOAS/GA05MOAS-GL538/GA05MOAS-GL538-01-FLORDM000/cruise_compare/GA05MOAS-GL538-01-FLORDM000_D1_shipCTDcompare_sci_flbb_chlor_units.png,"Comparison with the shipboard CTD cast was done for D0001. Chl-a recorded by the glider was  variable from 0-50 dbar, generally matched the CTD cast data from 50-90 dbar, and was higher than the CTD cast from 90-110 dbar. Further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project."
comment,GA05MOAS-PG563-03-FLORTM000,,,,Lori,2019-03-08T16:38:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA05MOAS/GA05MOAS-PG563/GA05MOAS-PG563-03-FLORTM000/cruise_compare/GA05MOAS-PG563-03-FLORTM000_D1_shipCTDcompare_sci_flbbcd_chlor_units.png,"Comparison with the shipboard CTD cast was done for D0001. Chl-a recorded by the glider was higher compared to the CTD cast at the surface, and generally matched the CTD cast at depth (~50-100 dbar). Further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project."
comment,GA05MOAS-GL494-04-CTDGVM000,,,,Lori,2019-03-08T19:48:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA05MOAS/GA05MOAS-GL494/GA05MOAS-GL494-04-CTDGVM000/cruise_compare/,"Comparison with the shipboard CTD cast was done for D0001. The available science parameter values and patterns are comparable between the glider and CTD cast, however further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project."
comment,GA05MOAS-GL496-04-CTDGVM000,,,,Lori,2019-03-08T19:48:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA05MOAS/GA05MOAS-GL496/GA05MOAS-GL496-04-CTDGVM000/cruise_compare/,"Comparison with the shipboard CTD cast was done for D0001. The available science parameter values and patterns are comparable between the glider and CTD cast, however further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project."
comment,GA05MOAS-GL538-04-CTDGVM000,,,,Lori,2019-03-08T19:48:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA05MOAS/GA05MOAS-GL538/GA05MOAS-GL538-04-CTDGVM000/cruise_compare/,"Comparison with the shipboard CTD cast was done for D0001. The available science parameter values and patterns are comparable between the glider and CTD cast, however further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project."
comment,GA05MOAS-PG562-01-CTDGVM000,,,,Lori,2019-03-08T19:48:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA05MOAS/GA05MOAS-PG562/GA05MOAS-PG562-01-CTDGVM000/cruise_compare/,"Comparison with the shipboard CTD cast was done for D0001. The available science parameter values and patterns are comparable between the glider and CTD cast, however further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project."
comment,GA05MOAS-PG563-01-CTDGVM000,,,,Lori,2019-03-08T19:48:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GA/GA05MOAS/GA05MOAS-PG563/GA05MOAS-PG563-01-CTDGVM000/cruise_compare/,"Comparison with the shipboard CTD cast was done for D0001. The available science parameter values and patterns are comparable between the glider and CTD cast, however further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project."
comment,GI02HYPM-WFP02-01-FLORDL000,,,,Lori,2019-03-08T17:11:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI02HYPM/GI02HYPM-WFP02-01-FLORDL000/cruise_compare/,"Comparisons with shipboard CTD casts were done for D0001, D0002, D0003, D0004 and R0004. When data were available for both, they generally encompassed the same data ranges. Further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project."
comment,GI02HYPM-WFP02-04-CTDPFL000,,,,Lori,2019-03-08T18:01:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI02HYPM/GI02HYPM-WFP02-04-CTDPFL000/cruise_compare/,"Comparisons with shipboard CTD casts were done for D0001, D0002, D0003, D0004 and R0004. For each comparison, salinity from the profiler was lower than salinity from the CTD cast (D0002 difference more pronounced at depth. R0004 difference more pronounced closer to the surface). For D0004, conductivity was also lower for the profiler compared to the CTD cast. Comparison to the shipboard bottle data is outside the scope of this project."
comment,GI05MOAS-GL469-01-FLORDM000,,,,Lori,2019-03-08T18:29:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI05MOAS/GI05MOAS-GL469/GI05MOAS-GL469-01-FLORDM000/cruise_compare/GI05MOAS-GL469-01-FLORDM000_D1_shipCTDcompare_sci_flbb_chlor_units.png,Comparison with the shipboard CTD cast was done for D0001. Chl-a recorded by the glider was higher compared to the CTD cast. Further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project.
comment,GI05MOAS-GL477-01-FLORDM000,,,,Lori,2019-03-08T18:32:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI05MOAS/GI05MOAS-GL477/GI05MOAS-GL477-01-FLORDM000/cruise_compare/GI05MOAS-GL477-01-FLORDM000_D1_shipCTDcompare_sci_flbb_chlor_units.png,Comparison with the shipboard CTD cast was done for D0001. Chl-a recorded by the glider was higher compared to the CTD cast. Further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project.
comment,GI05MOAS-GL484-01-FLORDM000,,,,Lori,2019-03-08T18:34:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI05MOAS/GI05MOAS-GL484/GI05MOAS-GL484-01-FLORDM000/cruise_compare/,Comparisons with shipboard CTD casts were done for D0002 and D0003. Chl-a recorded by the glider was higher compared to the CTD casts. Further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project.
comment,GI05MOAS-GL485-01-FLORDM000,,,,Lori,2019-03-08T18:37:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI05MOAS/GI05MOAS-GL485/GI05MOAS-GL485-01-FLORDM000/cruise_compare/GI05MOAS-GL485-01-FLORDM000_D2_shipCTDcompare_sci_flbb_chlor_units.png,"Comparison with the shipboard CTD cast was done for D0002. Chl-a recorded by the glider was comparable to the CTD cast near the surface, and higher compared to the CTD cast at depth (>100 dbar). Further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project."
comment,GI05MOAS-GL495-01-FLORDM000,,,,Lori,2019-03-08T18:42:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI05MOAS/GI05MOAS-GL495/GI05MOAS-GL495-01-FLORDM000/cruise_compare/GI05MOAS-GL495-01-FLORDM000_D2_shipCTDcompare_sci_flbb_chlor_units.png,"Comparison with the shipboard CTD cast was done for D0002. Chl-a recorded by the glider was comparable to the CTD cast near the surface, lower at the chl-a maximum, and higher depth (>100 dbar). Further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project."
comment,GI05MOAS-GL559-01-FLORDM000,,,,Lori,2019-03-08T18:45:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI05MOAS/GI05MOAS-GL559/GI05MOAS-GL559-01-FLORDM000/cruise_compare/GI05MOAS-GL559-01-FLORDM000_D1_shipCTDcompare_sci_flbb_chlor_units.png,Comparison with the shipboard CTD cast was done for D0001. Chl-a recorded by the glider was higher compared to the CTD cast. Further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project.
comment,GI05MOAS-PG528-03-FLORTM000,,,,Lori,2019-03-08T18:51:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI05MOAS/GI05MOAS-PG528/GI05MOAS-PG528-03-FLORTM000/cruise_compare/GI05MOAS-PG528-03-FLORTM000_D1_shipCTDcompare_sci_flbbcd_chlor_units_zoomed.png,"Comparison with the shipboard CTD cast was done for D0001. Chl-a recorded by the glider was comparable to the CTD cast near the surface, and slightly higher compared to the CTD cast at depth (>100 dbar). Further analysis using the shipboard bottle data should be conducted. This is outside the scope of this project."
comment,GI05MOAS-GL484-02-DOSTAM000,,,,Lori,2019-03-22T14:26:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI05MOAS/GI05MOAS-GL484/GI05MOAS-GL484-02-DOSTAM000/cruise_compare/,"Comparisons with the shipboard CTD casts were done for D0002 and D0003. The shipboard CTD cast data are corrected for temperature, salinity, and depth (Redmine 14230). The L2 DO data product (corrected for temperature, salinity and depth) is substantially lower for the glider compared to the shipboard data. This could be related to the issue of incorrect default salinity settings on some glider optodes (Redmine 13575). Comparison to the shipboard bottle data is outside the scope of this project. Note: the conversion from ml/l to umol/kg for the shipboard DO = DO (ml/l) * 44.661 / 1.025."
comment,GI05MOAS-GL485-02-DOSTAM000,,,,Lori,2019-03-22T14:35:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI05MOAS/GI05MOAS-GL485/GI05MOAS-GL485-02-DOSTAM000/cruise_compare/GI05MOAS-GL485-02-DOSTAM000_D2_shipCTDcompare_sci_abs_oxygen.png,"Comparison with the shipboard CTD cast was done for D0002. The shipboard CTD cast data are corrected for temperature, salinity, and depth (Redmine 14230). The L2 DO data product (corrected for temperature, salinity and depth) is lower for the glider compared to the shipboard data. This could be related to the issue of incorrect default salinity settings on some glider optodes (Redmine 13575). Comparison to the shipboard bottle data is outside the scope of this project. Note: the conversion from ml/l to umol/kg for the shipboard DO = DO (ml/l) * 44.661 / 1.025."
