type,reference_designator,deployment,start_date,end_date,author,modified,image_url,comment
comment,GS01SUMO-SBD12-08-FDCHPA000,,,,Lori,2019-06-07T16:06:00,,"Re annotation ID 1376 for this instrument - the equivalent annotation on CE02SHSM-SBD12-08-FDCHPA000 (ID 1373) was updated by wingardc: ""UPDATED, 2019-02-05: Per communication with the instrument subject matter expert, the onboard processing error applies only to the motion-corrected wind speed and flux calculations. Those parameters are marked here with a QC Flag = ""fail"". All other measurements are considered to be good. Users should only use the motion-corrected wind speed and flux data from the recovered instrument data stream."" This information presumably also applies to this instrument and should be communicated to users."
comment,CE02SHSM-SBD12-08-FDCHPA000,,,,Lori,2019-06-07T16:13:00,,"There are no global ranges in the system for this instrument for fdchp_a_fluxhot, fdchp_a_fluxmom_alongwind, and fdchp_a_fluxmom_crosswind"
comment,CE02SHSM-SBD12-08-FDCHPA000,,,,Lori,2019-06-07T16:20:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE02SHSM/CE02SHSM-SBD12-08-FDCHPA000/deployment0003_CE02SHSM-SBD12-08-FDCHPA000-recovered_inst-fdchp_a_instrument_recovered_aggregate_provenance.json,"Data arrays are all fill values for every deployment for fdchp_a_tmpatur, fdchp_a_windtur_north, fdchp_a_windtur_up, fdchp_a_windtur_west, fdchp_a_fluxhot, fdchp_a_fluxmom_alongwind, fdchp_a_fluxmom_crosswind (Redmine 13402). There are several errors listed in the computed_provenance section of the provenance.json files (one example file attached).  When this issue is resolved annotation ID 1398 should be updated. "
annotation,CE02SHSM-SBD12-08-FDCHPA000,6.0,,,Lori,2019-06-07T16:17:00,,recovered_inst data for deployment 6 are not available for download. These data should be available or annotated to explain why they aren't available.
annotation,CE02SHSM-SBD12-08-FDCHPA000,,,,Lori,2019-06-07T16:40:00,,The missing data for the majority of deployments 1 and 5 should be annotated.
comment,CP01CNSM-SBD12-08-FDCHPA000,,,,Lori,2019-06-07T16:47:00,,"There are no global ranges in the system for this instrument for fdchp_a_fluxhot, fdchp_a_fluxmom_alongwind, and fdchp_a_fluxmom_crosswind"
comment,CP01CNSM-SBD12-08-FDCHPA000,,,,Lori,2019-06-07T16:51:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP01CNSM/CP01CNSM-SBD12-08-FDCHPA000/deployment0003_CP01CNSM-SBD12-08-FDCHPA000-recovered_inst-fdchp_a_instrument_recovered_aggregate_provenance.json,"Data arrays are all fill values for every deployment for fdchp_a_tmpatur, fdchp_a_windtur_north, fdchp_a_windtur_up, fdchp_a_windtur_west, fdchp_a_fluxhot, fdchp_a_fluxmom_alongwind, fdchp_a_fluxmom_crosswind (Redmine 13402). There are several errors listed in the computed_provenance section of the provenance.json files (one example file attached). When this issue is resolved annotation ID 1397 should be updated."
annotation,CP01CNSM-SBD12-08-FDCHPA000,4.0,,,Lori,2019-06-07T16:55:00,,Annotation ID 544: recovered data are missing. These data should be available for download or the annotation should be updated to explain why the data aren't available.
comment,GI01SUMO-SBD12-08-FDCHPA000,,,,Lori,2019-06-07T18:03:00,,"There are no global ranges in the system for this instrument for fdchp_a_fluxhot, fdchp_a_fluxmom_alongwind, and fdchp_a_fluxmom_crosswind"
comment,GI01SUMO-SBD12-08-FDCHPA000,3.0,,,Lori,2019-06-07T18:06:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI01SUMO/GI01SUMO-SBD12-08-FDCHPA000/deployment0003_GI01SUMO-SBD12-08-FDCHPA000-recovered_inst-fdchp_a_instrument_recovered_aggregate_provenance.json,"Data arrays are all fill values for fdchp_a_tmpatur, fdchp_a_windtur_north, fdchp_a_windtur_up, fdchp_a_windtur_west, fdchp_a_fluxhot, fdchp_a_fluxmom_alongwind, fdchp_a_fluxmom_crosswind (Redmine 13402). There are several errors listed in the computed_provenance section of the provenance.json files (one example file attached). When this issue is resolved annotation ID 1396 should be updated."
comment,GS01SUMO-SBD12-08-FDCHPA000,,,,Lori,2019-06-07T18:18:00,,"There are no global ranges in the system for this instrument for fdchp_a_fluxhot, fdchp_a_fluxmom_alongwind, and fdchp_a_fluxmom_crosswind"
comment,GS01SUMO-SBD12-08-FDCHPA000,,,,Lori,2019-06-07T18:19:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GS/GS01SUMO/GS01SUMO-SBD12-08-FDCHPA000/deployment0002_GS01SUMO-SBD12-08-FDCHPA000-recovered_inst-fdchp_a_instrument_recovered_aggregate_provenance.json,"Data arrays are all fill values for every deployment for fdchp_a_tmpatur, fdchp_a_windtur_north, fdchp_a_windtur_up, fdchp_a_windtur_west, fdchp_a_fluxhot, fdchp_a_fluxmom_alongwind, fdchp_a_fluxmom_crosswind (Redmine 13402). There are several errors listed in the computed_provenance section of the provenance.json files (one example file attached). When this issue is resolved annotation ID 1395 should be updated."
comment,CP01CNSM-MFD35-02-PRESFB000,7.0,2017-06-09T14:24:00,2017-11-01T20:33:00,Lori,2019-06-14T17:26:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP01CNSM/CP01CNSM-MFD35-02-PRESFB000/timeseries_plots/deployment0007/deployment0007_CP01CNSM-MFD35-02-PRESFB000-recovered_inst-presf_abc_wave_burst_recovered-presf_wave_burst_pressure-2017-06-09.png,presf_wave_burst_pressure (dbar) values are outside of global ranges for the entire deployment.
comment,RS01SLBS-MJ01A-06-PRESTA101,1.0,,,Lori,2019-06-13T19:23:00,,The deployment depth from asset management is 2908 but the depth recorded by the instrument is closer to 2960 dbar.
exclusion,CE04OSBP-LJ01C-10-PHSEND107,,2014-08-15T00:00:00,2015-08-05T00:00:00,Leila,2019-06-13T21:28:00,,short record
exclusion,CE04OSBP-LJ01C-10-PHSEND107,2.0,2015-10-20T00:00:00,2015-07-22T00:00:00,Leila,2019-06-13T21:27:00,,suspect data
exclusion,CE04OSBP-LJ01C-10-PHSEND107,4.0,2017-10-20T00:00:00,2018-06-30T00:00:00,Leila,2019-06-13T21:12:00,,suspect data
comment,CE04OSPS-PC01B-4B-PHSENA106,,,,Leila,2019-06-14T14:48:00,,pressure coordinate missing in the NetCDF files
comment,RS01SUM1-LJ01B-09-PRESTB102,,,,Lori,2019-06-14T14:49:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/RS/RS01SUM1/RS01SUM1-LJ01B-09-PRESTB102/timeseries_plots_preferred_all/RS01SUM1-LJ01B-09-PRESTB102-prest_real_time-Seafloor%20Pressure-hourlyavg.png,The deployment depth from asset management for both deployments is 2908 but the depth recorded by the instrument is closer to 793 dbar.
comment,RS03AXBS-MJ03A-06-PRESTA301,1.0,,,Lori,2019-06-14T14:53:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/RS/RS03AXBS/RS03AXBS-MJ03A-06-PRESTA301/timeseries_plots/deployment0001/deployment0001_RS03AXBS-MJ03A-06-PRESTA301-streamed-prest_real_time-seafloor_pressure-2014-08-21.png,The deployment depth from asset management is 2606 but the depth recorded by the instrument is closer to 2656 dbar.
exclusion,CE04OSPS-PC01B-4B-PHSENA106,,2015-08-01T00:00:00,2016-01-15T00:00:00,Leila,2019-06-14T14:53:00,,suspect data
exclusion,CE04OSPS-PC01B-4B-PHSENA106,,2016-04-01T00:00:00,2016-01-05T00:00:00,Leila,2019-06-14T15:54:00,,suspect data
exclusion,CE04OSPS-PC01B-4B-PHSENA106,,2016-06-20T00:00:00,2016-07-25T00:00:00,Leila,2019-06-14T15:55:00,,suspect data
exclusion,CE04OSPS-PC01B-4B-PHSENA106,,2017-09-01T00:00:00,2017-09-28T00:00:00,Leila,2019-06-14T15:56:00,,suspect data
annotation,CE04OSPS-PC01B-4B-PHSENA106,,,,Leila,2019-06-14T16:37:00,,"no pH data for deployments 1 and 4. Annotations in the system are not clear to indicate that no pH data are expected.

gaps in the data are not annotated in the system. Refer to data summary file CE04OSPS-PC01B-4B-PHSENA106_file_summary.csv for list of gaps. The file is located here: https://github.com/ooi-data-lab/data-review-tools/blob/master/data_review/output/CE04OSPS/CE04OSPS-PC01B-4B-PHSENA106/CE04OSPS-PC01B-4B-PHSENA106_file_summary.csv"
comment,CP01CNSM-MFD35-02-PRESFB000,,,,Lori,2019-06-14T17:23:00,,"For each deployment, the deployment depth in asset management is 134-135, but the pressure in the files is 144-145."
comment,CP01CNSM-MFD35-02-PRESFB000,1.0,,,Lori,2019-06-14T17:25:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP01CNSM/CP01CNSM-MFD35-02-PRESFB000/timeseries_plots/deployment0001/deployment0001_CP01CNSM-MFD35-02-PRESFB000-telemetered-presf_abc_dcl_wave_burst-scaled_wave_burst_seafloor_pressure-2013-11-21.png,Deployment 1 - telemetered scaled_wave_burst_seafloor_pressure (dbar) values are orders of magnitude too high.
comment,CP01CNSM-MFD35-02-PRESFB000,,,,Lori,2019-06-18T12:54:00,,It is unclear what the second dimension for the wave_burst seafloor pressure is. Right now it's an index from 0-1023. This dimension should be described in the documentation and/or global attributes.
comment,CP01CNSM-MFD35-02-PRESFB000,5.0,,,Lori,2019-06-14T17:40:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP01CNSM/CP01CNSM-MFD35-02-PRESFB000/timeseries_plots/deployment0005/deployment0005_CP01CNSM-MFD35-02-PRESFB000-recovered_inst-presf_abc_tide_measurement_recovered-presf_tide_pressure-2016-05-13.png,Suspect data - the seafloor pressure shifted on/around 9/10/2016. 
exclusion,CP01CNSM-MFD35-02-PRESFB000,6.0,2017-06-09T12:00:00,2017-06-09T16:05:00,Lori,2019-06-14T17:44:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP01CNSM/CP01CNSM-MFD35-02-PRESFB000/timeseries_plots/deployment0006/deployment0006_CP01CNSM-MFD35-02-PRESFB000-recovered_inst-presf_abc_tide_measurement_recovered-presf_tide_pressure-2016-10-13.png,Excluding data at the end of the deployment when the instrument was likely being recovered.
exclusion,CP01CNSM-MFD35-02-PRESFB000,3.0,2015-10-23T15:00:00,2015-10-23T19:40:00,Lori,2019-06-14T17:43:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP01CNSM/CP01CNSM-MFD35-02-PRESFB000/timeseries_plots/deployment0003/deployment0003_CP01CNSM-MFD35-02-PRESFB000-recovered_inst-presf_abc_tide_measurement_recovered-presf_tide_pressure-2015-05-07.png,Excluding data at the end of the deployment when the instrument was likely being recovered.
exclusion,CP01CNSM-MFD35-02-PRESFB000,7.0,2017-11-01T16:00:00,2017-11-01T20:33:00,Lori,2019-06-14T17:45:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP01CNSM/CP01CNSM-MFD35-02-PRESFB000/timeseries_plots/deployment0007/deployment0007_CP01CNSM-MFD35-02-PRESFB000-recovered_inst-presf_abc_tide_measurement_recovered-presf_tide_pressure-2017-06-09.png,Excluding data at the end of the deployment when the instrument was likely being recovered.
exclusion,CP01CNSM-MFD35-02-PRESFB000,8.0,2018-03-29T15:00:00,2018-03-29T19:37:00,Lori,2019-06-14T17:46:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP01CNSM/CP01CNSM-MFD35-02-PRESFB000/timeseries_plots/deployment0008/deployment0008_CP01CNSM-MFD35-02-PRESFB000-recovered_inst-presf_abc_tide_measurement_recovered-presf_tide_pressure-2017-10-29.png,Excluding data at the end of the deployment when the instrument was likely being recovered.
comment,CP01CNSM-MFD35-02-PRESFB000,,,,Lori,2019-06-14T17:47:00,,There are no global ranges in the system for presf_abc_dcl_wave_burst telemetered scaled_wave_burst_seafloor_pressure
comment,CE01ISSM-MFD35-02-PRESFA000,,,,Lori,2019-06-14T18:09:00,,"For each deployment, the deployment depth in asset management is 24-25, but the pressure in the files is 34-35."
exclusion,CE04OSPS-SF01B-2B-PHSENA108,,2015-08-01T00:00:00,2015-08-15T00:00:00,Leila,2019-06-14T18:30:00,,suspect data
exclusion,CE04OSPS-SF01B-2B-PHSENA108,,2015-12-01T00:00:00,2016-05-31T00:00:00,Leila,2019-06-14T18:32:00,,suspect data
exclusion,CE04OSPS-SF01B-2B-PHSENA108,,2016-07-15T00:00:00,2017-01-31T00:00:00,Leila,2019-06-14T18:33:00,,suspect data
exclusion,CE04OSPS-SF01B-2B-PHSENA108,,2017-07-13T00:00:00,2017-10-01T00:00:00,Leila,2019-06-14T18:38:00,,suspect data
exclusion,CE04OSPS-SF01B-2B-PHSENA108,,2017-03-15T00:00:00,2017-06-01T00:00:00,Leila,2019-06-14T18:45:00,,suspect data
annotation,CE04OSPS-SF01B-2B-PHSENA108,,,,Leila,2019-06-14T18:52:00,,gaps in the data need to be tied to the annotation in the system.
annotation,CP03ISSM-MFD35-02-PRESFB000,2.0,2015-08-01T00:00:00,2015-10-21T18:50:00,Lori,2019-06-14T18:59:00,,The missing 81 days of data at the end of deployment 2 should be annotated.
exclusion,CP03ISSM-MFD35-02-PRESFB000,2.0,2015-07-29T00:00:00,2015-08-01T02:05:00,Lori,2019-06-14T19:07:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP03ISSM/CP03ISSM-MFD35-02-PRESFB000/timeseries_plots/deployment0002/deployment0002_CP03ISSM-MFD35-02-PRESFB000-recovered_inst-presf_abc_wave_burst_recovered-presf_wave_burst_pressure-2015-05-09.png,Excluding erroneous data at the end of deployment 2
annotation,CP03ISSM-MFD35-02-PRESFB000,3.0,,,Lori,2019-06-14T18:58:00,,The missing 68 days of data at the end of deployment 3 should be annotated.
exclusion,CP03ISSM-MFD35-02-PRESFB000,3.0,2016-03-07T02:00:00,2016-03-07T07:00:00,Lori,2019-06-14T19:00:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP03ISSM/CP03ISSM-MFD35-02-PRESFB000/timeseries_plots/deployment0003/deployment0003_CP03ISSM-MFD35-02-PRESFB000-recovered_inst-presf_abc_wave_burst_recovered-presf_wave_burst_pressure-2015-10-21.png,Excluding erroneous data at the end of deployment 3
comment,CP04OSSM-MFD35-02-PRESFC000,,,,Lori,2019-06-18T13:12:00,,"For deployment 1, the deployment depth in asset management is 455, but the pressure in the files is 472. For the rest of the deployments, the difference between the AM depth and pressure in the files is  7-18."
comment,CE01ISSM-MFD35-02-PRESFA000,,,,Lori,2019-06-18T12:54:00,,It is unclear what the second dimension for the wave_burst seafloor pressure is. Right now it's an index from 0-1023. This dimension should be described in the documentation and/or global attributes.
comment,CP03ISSM-MFD35-02-PRESFB000,,,,Lori,2019-06-18T12:55:00,,It is unclear what the second dimension for the wave_burst seafloor pressure is. Right now it's an index from 0-1023. This dimension should be described in the documentation and/or global attributes.
comment,CP04OSSM-MFD35-02-PRESFC000,,,,Lori,2019-06-18T12:55:00,,It is unclear what the second dimension for the wave_burst seafloor pressure is. Right now it's an index from 0-1023. This dimension should be described in the documentation and/or global attributes.
exclusion,CP04OSSM-MFD35-02-PRESFC000,2.0,2015-05-09T01:04:00,2015-10-23T00:00:00,Lori,2019-06-18T13:06:00,,"presf_tide_pressure and presf_wave_burst_pressure are all fill values for deployment 2. According to the provenance.json computed_provenance errors, the calibration values are missing. Provenance files here: https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP04OSSM/CP04OSSM-MFD35-02-PRESFC000/

"
exclusion,CP04OSSM-MFD35-02-PRESFC000,4.0,2016-05-27T15:50:00,2016-10-12T17:12:00,Lori,2019-06-18T13:16:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP04OSSM/CP04OSSM-MFD35-02-PRESFC000/timeseries_plots/deployment0004/deployment0004_CP04OSSM-MFD35-02-PRESFC000-recovered_inst-presf_abc_tide_measurement_recovered-presf_tide_pressure-2016-05-27_rmoutliers.png,presf_tide_pressure values are around 183 dbar when the instrument was deployed at 446 according to asset management. Excluding from final data ranges. presf_wave_burst_pressure values are more reasonable around 459 dbar.
exclusion,CP04OSSM-MFD35-02-PRESFC000,6.0,2017-06-06T14:51:00,2017-11-02T14:15:00,Lori,2019-06-18T13:23:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP04OSSM/CP04OSSM-MFD35-02-PRESFC000/timeseries_plots/deployment0006/deployment0006_CP04OSSM-MFD35-02-PRESFC000-recovered_inst-presf_abc_wave_burst_recovered-presf_wave_burst_pressure-2017-06-06.png,Several presf_wave_burst_pressure values (purple in attached plot) are suspect. Excluding from final data ranges.
exclusion,CP04OSSM-MFD35-02-PRESFC000,7.0,2017-10-28T14:24:00,2018-03-29T12:42:00,Lori,2019-06-18T13:27:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CP/CP04OSSM/CP04OSSM-MFD35-02-PRESFC000/timeseries_plots/deployment0007/deployment0007_CP04OSSM-MFD35-02-PRESFC000-recovered_inst-presf_abc_wave_burst_recovered-presf_wave_burst_pressure-2017-10-28.png,Several presf_wave_burst_pressure values (purple in attached plot) are suspect. Excluding from final data ranges.
comment,GI01SUMO-RID16-05-PCO2WB000,,,,Lori,2019-06-18T14:13:00,,There is no pressure variable in the .nc files - this should be a coordinate.
comment,GI01SUMO-RID16-05-PCO2WB000,,,,Lori,2019-06-18T14:20:00,,"There are no recovered_inst data available for download from any deployment. According to the ingest csv, recovered_inst data should be available for deployments 2 and 3."
comment,GI01SUMO-RID16-05-PCO2WB000,2.0,,,Lori,2019-06-18T14:22:00,,"There are no data available for download from deployment 2 - according to the ingest csv, there are recovered_host and recovered_inst raw data files. These should be ingested or the dataset should be annotated to indicate why the data aren't available."
exclusion,GI01SUMO-RID16-05-PCO2WB000,1.0,2014-09-10T18:50:00,2015-08-22T11:00:00,Lori,2019-06-18T14:56:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/GI/GI01SUMO/GI01SUMO-RID16-05-PCO2WB000/timeseries_plots/deployment0001/deployment0001_GI01SUMO-RID16-05-PCO2WB000-recovered_host-pco2w_abc_dcl_instrument_recovered-pco2_seawater-2014-09-10_rmoutliers.png,The majority of the pco2_seawater data for deployment 1 are nans or outside of global ranges. This dataset should be annotated if there was a known issue with the instrument. Excluding from final data ranges.
comment,CE01ISSP-SP001-04-OPTAAJ000,,,,Lori,2019-06-18T16:10:00,,The file coordinate pressure_depth is an array of all zeros for every deployment. The variable in the file called int_ctd_pressure has what appears to be valid pressure data. The coordinate variable pressure_depth should contain valid pressure data.
comment,CP01CNSM-SBD12-05-WAVSSA000,,,,Lori,2019-06-19T18:12:00,,"For deployments 1 and 2, only telemetered wavss_a_dcl_statistics data are available. If the other data streams are not telemetered, this should be noted in an annotation."
exclusion,CP01CNSM-SBD12-05-WAVSSA000,1.0,2013-11-21T18:15:00,2014-04-18T00:00:00,Lori,2019-06-19T18:16:00,,Annotation ID 498: the instrument was incorrectly configured. Excluding from final data ranges.
exclusion,CP01CNSM-SBD12-05-WAVSSA000,9.0,2016-10-13T18:36:00,2018-10-29T12:31:00,Lori,2019-06-19T18:33:00,,Annotation ID 1389: the instrument was incorrectly configured for deployments 6-9. Excluding from final data ranges.
comment,CP01CNSM-SBD12-05-WAVSSA000,,,,Lori,2019-06-19T18:35:00,,"There are no global ranges in the system for wavss_a_dcl_statistics mean_spread, wavss_a_dcl_mean_directional_recovered wavss_a_directional_frequency, and wavss_a_dcl_non_directional_recovered wavss_a_non_directional_frequency"
annotation,CP01CNSM-SBD12-05-WAVSSA000,3.0,,,Lori,2019-06-19T18:42:00,,"Data from streams wavss_a_dcl_mean_directional_recovered, wavss_a_dcl_motion_recovered and wavss_a_dcl_non_directional_recovered are not available for download for deployment 3. These data should be ingested or the dataset should be annotated."
annotation,CP01CNSM-SBD12-05-WAVSSA000,,,,Lori,2019-06-19T18:44:00,,Data from streams wavss_a_dcl_mean_directional_recovered and wavss_a_dcl_motion_recovered are not available for download for deployments 6-8. These data should be ingested or the datasets should be annotated.
comment,CP01CNSM-SBD12-05-WAVSSA000,4.0,,,Lori,2019-06-19T18:59:00,,"For the wavss_a_dcl_mean_directional_recovered data stream, 50% of mean_direction_array is either nans or outside of global ranges, wavss_a_directional_frequency is all fill values, 48% of wavss_a_corrected_directional_wave_direction is fill values.

For the wavss_a_dcl_motion_recovered data stream, approximately 50% of the data for every parameter is outside of global ranges or outliers (+/- 5 SD)."
comment,CP01CNSM-SBD12-05-WAVSSA000,5.0,,,Lori,2019-06-19T19:04:00,,"For the wavss_a_dcl_mean_directional_recovered data stream, 48% of mean_direction_array is either nans or outside of global ranges, wavss_a_directional_frequency is all fill values, 45% of wavss_a_corrected_directional_wave_direction is fill values.

For the wavss_a_dcl_motion_recovered data stream, approximately 50% of the data for every parameter is outside of global ranges or outliers (+/- 5 SD)."
comment,CE01ISSP-SP001-09-CTDPFJ000,,,,Lori,2019-06-20T14:31:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE01ISSP/CE01ISSP-SP001-09-CTDPFJ000/profile_plots/deployment0001/all_data_CE01ISSP-SP001-09-CTDPFJ000-recovered_cspp-conductivity_20140417.png,"A substantial amount of conductivity, density, and salinity data near the surface are unreasonable for all deployments."
comment,CE01ISSP-SP001-09-CTDPFJ000,,,,Lori,2019-06-20T14:39:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE01ISSP/CE01ISSP-SP001-09-CTDPFJ000/profile_plots/deployment0007/all_data_CE01ISSP-SP001-09-CTDPFJ000-recovered_cspp-conductivity_20170423.png,"During deployments 2 - 8 and 10, there are 7 - 40 pressure (dbar) data points that are outliers (much deeper than the max deployment depth of 25m)."
comment,CE01ISSP-SP001-09-CTDPFJ000,,,,Lori,2019-06-20T14:33:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/CE/CE01ISSP/CE01ISSP-SP001-09-CTDPFJ000/profile_plots/deployment0003/rm_suspect_data_CE01ISSP-SP001-09-CTDPFJ000-recovered_cspp-salinity_20150717.png,"Deployments 3, 4, 5, 6: The subsurface density and salinity profiles (that reach to approx 10 dbar) don't match the profiles that reach the surface."
comment,RS03INT1-MJ03C-09-THSPHA301,,,,Leila,2019-06-20T14:23:00,,missing pressure coordinate in netCDF data files
annotation,RS03INT1-MJ03C-09-THSPHA301,2.0,,,Leila,2019-06-20T14:24:00,,suspect data
comment,RS03AXPS-PC03A-4B-PHSENA302,,,,Leila,2019-06-20T14:52:00,,no pressure coordinates in the netCDF files
comment,RS03AXPS-SF03A-2D-PHSENA301,1.0,,,Leila,2019-06-20T14:55:00,,missing pressure coordinate in netCDF files
comment,RS03AXPS-SF03A-2D-PHSENA301,,,,Leila,2019-06-20T15:07:00,,pressure coordinate in NetCDF files are missing data attributes such as long name and units
comment,RS01SBPS-PC01A-4B-PHSENA102,,,,Leila,2019-06-20T15:19:00,,no pressure coordinate in NetCDF files
comment,RS01SBPS-PC01A-4B-PHSENA102,,,,Leila,2019-06-20T15:26:00,,data files pressure data are incorrect
