type,reference_designator,deployment,start_date,end_date,author,modified,image_url,comment
comment,RS03AXPS-PC03A-4C-FLORDD303,3.0,,,Lori,2019-12-05T20:13:00,,39% of optical_backscatter and seawater_scattering_coefficient values for this deployment are fill values
comment,RS03AXPS-PC03A-4C-FLORDD303,4.0,,,Lori,2019-12-05T20:13:00,,36% of optical_backscatter and seawater_scattering_coefficient values for this deployment are fill values
comment,RS03AXPS-PC03A-4C-FLORDD303,4.0,,,Lori,2019-12-05T20:17:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/RS/RS03AXPS/RS03AXPS-PC03A-4C-FLORDD303/timeseries_plots/deployment0004/deployment0004_RS03AXPS-PC03A-4C-FLORDD303-streamed-flort_d_data_record-fluorometric_cdom-2018-02-27_rmoutliers.png,"Suspect data: somewhat regular periods of high variability in fluorometric_cdom, including negative values."
comment,RS03AXPS-SF03A,,,,Lori,2019-12-06T16:00:00,,There are no deployment depths in asset management for any of the instruments on the shallow profiler.
annotation,RS03AXPS-SF03A-2A-CTDPFA302,,,,Lori,2019-12-06T16:04:00,,"Annotation IDs 1293, 1298, 1302, 1303, 1305, 1307, 1308, 1310, 1311, 1323, 1324, 1325, 1353, 1330,  ""Data gap under investigation."" should be updated"
annotation,RS03AXPS-SF03A,,,,Lori,2019-12-09T15:40:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/RS/RS03AXPS/RS03AXPS-SF03A-2A-CTDPFA302/xsection_plots/deployment0001/RS03AXPS-SF03A-2A-CTDPFA302-streamed-seawater_temperature_20141007.png,It looks like the profiler was stuck at the bottom at several points during deployments 1 and 2. This should be annotated.
comment,RS03AXPS-SF03A-3A-FLORTD301,1.0,,,Lori,2019-12-10T18:21:00,,67% of fluorometric_chlorophyll_a values for deployment 1 are outside of global ranges.
comment,RS03AXPS-SF03A-3A-FLORTD301,1.0,,,Lori,2019-12-10T18:23:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/RS/RS03AXPS/RS03AXPS-SF03A-3A-FLORTD301/xsection_plots/deployment0001/RS03AXPS-SF03A-3A-FLORTD301-streamed-fluorometric_chlorophyll_a_20141007.png,int_ctd_pressure is negative towards the end of the deployment.
comment,RS03AXPS-SF03A-3A-FLORTD301,2.0,,,Lori,2019-12-10T18:26:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/RS/RS03AXPS/RS03AXPS-SF03A-3A-FLORTD301/profile_plots/deployment0002/RS03AXPS-SF03A-3A-FLORTD301-streamed-fluorometric_chlorophyll_a_20150710.png,Suspect data: high fluorometric_chlorophyll_a values in July 2016 and at the end of the deployment when the profiler was stuck.
comment,RS03AXPS-SF03A-3A-FLORTD301,4.0,,,Lori,2019-12-10T18:28:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/RS/RS03AXPS/RS03AXPS-SF03A-3A-FLORTD301/xsection_plots/deployment0004/RS03AXPS-SF03A-3A-FLORTD301-streamed-fluorometric_chlorophyll_a_20170802.png,Suspect data at the end of deployment 4.
comment,RS03AXPS-SF03A-3B-OPTAAD301,,,,Lori,2019-12-11T16:39:00,,"According to Roesler and Barnard (Optical proxy for phytoplankton biomass in the absence of photophysiology: Rethinking the absorption line height, Methods in Oceanography, 2013), “absorption meters are highly prone to biofouling, particularly biofilms which not only attenuate the collimated beam but also impact the scattering properties of the optical surfaces and tubes. In productive coastal waters biofouling can have significant impacts (i.e. 10% of the signal) within one to two weeks”."
annotation,RS03AXPS-SF03A-3B-OPTAAD301,1.0,,,Lori,2019-12-11T16:40:00,,There are no data available for download for deployment 1 - this should be annotated.
comment,RS03AXPS-SF03A-3B-OPTAAD301,2.0,,,Lori,2019-12-11T16:42:00,,"11% of beam_attenuation and 31% of optical_absorption values are NaNs, outside of global ranges, or outliers (+/-5 SD) for this deployment."
comment,RS03AXPS-SF03A-3B-OPTAAD301,3.0,,,Lori,2019-12-11T16:43:00,,"20% of beam_attenuation and 59% of optical_absorption values are NaNs, outside of global ranges, or outliers (+/-5 SD) for this deployment."
comment,RS03AXPS-SF03A-3B-OPTAAD301,4.0,,,Lori,2019-12-11T16:44:00,,"28% of optical_absorption values are NaNs, outside of global ranges, or outliers (+/-5 SD) for this deployment."
comment,RS03AXPS-SF03A-3C-PARADA301,1.0,,,Lori,2019-12-11T17:34:00,,The deployment 1 .nc files are missing the 'pressure' coordinate
comment,RS03AXPS-SF03A-3C-PARADA301,1.0,,,Lori,2019-12-11T17:39:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/RS/RS03AXPS/RS03AXPS-SF03A-3C-PARADA301/xsection_plots/deployment0001/RS03AXPS-SF03A-3C-PARADA301-streamed-par_counts_output_20141007.png,int_ctd_pressure is negative towards the end of the deployment.
comment,RS03AXPS-SF03A-3C-PARADA301,3.0,,,Lori,2019-12-11T20:58:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/RS/RS03AXPS/RS03AXPS-SF03A-3C-PARADA301/profile_plots/deployment0003/RS03AXPS-SF03A-3C-PARADA301-streamed-par_counts_output_20160714-zoomed.png,56% of par_counts_output values are outside of global ranges for deployment 3. Zooming in shows the majority of these values are negative
comment,RS03AXPS-SF03A-3D-SPKIRA301,2.0,,,Lori,2019-12-11T19:33:00,,"The deployment 2 .nc files are missing the 'pressure' coordinate, and 44% of spkir_downwelling_vector values are outside of global ranges or outliers (+/- 5 SD) for this deployment"
comment,RS03AXPS-SF03A-3D-SPKIRA301,1.0,,,Lori,2019-12-11T19:33:00,,28% of spkir_downwelling_vector values are outside of global ranges or outliers (+/- 5 SD) for this deployment
comment,RS03AXPS-SF03A-3D-SPKIRA301,3.0,,,Lori,2019-12-11T19:34:00,,25% of spkir_downwelling_vector values are outside of global ranges or outliers (+/- 5 SD) for this deployment
comment,RS03AXPS-SF03A-3D-SPKIRA301,4.0,,,Lori,2019-12-11T19:33:00,,44% of spkir_downwelling_vector values are outside of global ranges or outliers (+/- 5 SD) for this deployment
comment,RS03AXPS-SF03A-4A-NUTNRA301,,,,Lori,2019-12-11T19:44:00,,The deployments 1 and 2 .nc files are missing the pressure coordinate.
comment,RS03AXPS-SF03A-4A-NUTNRA301,1.0,,,Lori,2019-12-11T19:48:00,,69% of nitrate_concentration and 14% of salinity_corrected_nitrate values are outside of global ranges for this deployment.
comment,RS03AXPS-SF03A-4A-NUTNRA301,3.0,,,Lori,2019-12-11T19:50:00,,13% of nitrate_concentration and nutnr_nitrogen_in_nitrate values are outside of global ranges for this deployment.
comment,RS03AXPS-SF03A-4F-PCO2WA301,1.0,,,Lori,2019-12-11T19:55:00,,The deployment 1 .nc files are missing the 'pressure' coordinate
annotation,RS03AXPS-SF03A-4F-PCO2WA301,3.0,,,Lori,2019-12-11T19:56:00,,The missing data at the end of deployment 3 should be annotated.
comment,RS01SLBS-LJ01A-05-HPIESA101,,,,Lori,2019-12-13T15:38:00,,"The .nc files for deployments 1-3 are missing the coordinates pressure, lat and lon."
comment,RS03AXBS-LJ03A-05-HPIESA301,,,,Lori,2019-12-13T15:38:00,,"The .nc files for deployments 1-3 are missing the coordinates pressure, lat and lon."
comment,RS01SLBS-LJ01A-05-HPIESA101,,,,Lori,2019-12-13T15:40:00,,There are no global ranges in the system for hpies_pressure_L1
comment,RS01SLBS-LJ01A-05-HPIESA101,,,,Lori,2019-12-13T15:45:00,,"Global ranges for hpies_bliley_frequency are 4-200, however the description for this variable states ""Send alert if not within 200 Hz of 4 MHz"". The global ranges should be reviewed."
comment,RS01SLBS-LJ01A-05-HPIESA101,3.0,,,Lori,2019-12-13T15:52:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/RS/RS01SLBS/RS01SLBS-LJ01A-05-HPIESA101/timeseries_plots/deployment0003/deployment0003_RS01SLBS-LJ01A-05-HPIESA101-streamed-echo_sounding-hpies_pressure_L1-2016-08-08.png,"Incorrect hpies_pressure_L1 values for deployment 3 - values are >2,000,000 dbar."
comment,RS03AXBS-LJ03A-05-HPIESA301,,,,Lori,2019-12-13T15:54:00,,There are no global ranges in the system for hpies_pressure_L1
comment,RS03AXBS-LJ03A-05-HPIESA301,,,,Lori,2019-12-13T15:54:00,,"Global ranges for hpies_bliley_frequency are 4-200, however the description for this variable states ""Send alert if not within 200 Hz of 4 MHz"". The global ranges should be reviewed."
comment,RS01SLBS-LJ01A-11-OPTAAC103,,,,Lori,2019-12-13T18:43:00,,"According to Roesler and Barnard (Optical proxy for phytoplankton biomass in the absence of photophysiology: Rethinking the absorption line height, Methods in Oceanography, 2013), “absorption meters are highly prone to biofouling, particularly biofilms which not only attenuate the collimated beam but also impact the scattering properties of the optical surfaces and tubes. In productive coastal waters biofouling can have significant impacts (i.e. 10% of the signal) within one to two weeks”."
annotation,RS01SLBS-LJ01A-11-OPTAAC103,,,,Lori,2019-12-13T18:44:00,,Missing data at the end of deployments 2 and 3 should be annotated.
comment,RS01SLBS-LJ01A-11-OPTAAC103,,,,Lori,2019-12-13T18:45:00,,"The .nc files for deployments 1-4 are missing the coordinates pressure, lat and lon."
comment,RS01SLBS-LJ01A-11-OPTAAC103,,,,Lori,2019-12-13T18:49:00,,There is no pressure variable in the .nc files. This should be a coordinate.
comment,RS01SLBS-LJ01A-11-OPTAAC103,2.0,,,Lori,2019-12-13T18:51:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/RS/RS01SLBS/RS01SLBS-LJ01A-11-OPTAAC103/timeseries_plots/deployment0002/deployment0002_RS01SLBS-LJ01A-11-OPTAAC103-streamed-optaa_sample-optical_absorption-2015-07-16.png,"55% of optical_absorption values for this deployment are NaNs, fill values, outside of global ranges, or outliers (+/- 5 SD)"
comment,RS01SLBS-LJ01A-11-OPTAAC103,3.0,,,Lori,2019-12-13T18:51:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/RS/RS01SLBS/RS01SLBS-LJ01A-11-OPTAAC103/timeseries_plots/deployment0003/deployment0003_RS01SLBS-LJ01A-11-OPTAAC103-streamed-optaa_sample-optical_absorption-2016-07-18.png,"45% of optical_absorption values for this deployment are NaNs, fill values, outside of global ranges, or outliers (+/- 5 SD)"
comment,RS03AXBS-LJ03A-11-OPTAAC303,,,,Lori,2019-12-13T18:55:00,,"According to Roesler and Barnard (Optical proxy for phytoplankton biomass in the absence of photophysiology: Rethinking the absorption line height, Methods in Oceanography, 2013), “absorption meters are highly prone to biofouling, particularly biofilms which not only attenuate the collimated beam but also impact the scattering properties of the optical surfaces and tubes. In productive coastal waters biofouling can have significant impacts (i.e. 10% of the signal) within one to two weeks”."
comment,RS03AXBS-LJ03A-11-OPTAAC303,,,,Lori,2019-12-13T18:55:00,,"The .nc files for deployments 1-4 are missing the coordinates pressure, lat and lon."
comment,RS03AXBS-LJ03A-11-OPTAAC303,,,,Lori,2019-12-13T18:55:00,,There is no pressure variable in the .nc files. This should be a coordinate.
comment,RS03AXBS-LJ03A-11-OPTAAC303,,,,Lori,2019-12-13T18:56:00,,Missing data at the end of deployments 2 and 3 should be annotated.
comment,RS03AXBS-LJ03A-11-OPTAAC303,2.0,,,Lori,2019-12-13T18:59:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/RS/RS03AXBS/RS03AXBS-LJ03A-11-OPTAAC303/timeseries_plots/deployment0002/deployment0002_RS03AXBS-LJ03A-11-OPTAAC303-streamed-optaa_sample-optical_absorption-2015-07-16.png,Suspect data - lots of noise and negative values
comment,RS03AXBS-LJ03A-11-OPTAAC303,3.0,,,Lori,2019-12-13T19:01:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/RS/RS03AXBS/RS03AXBS-LJ03A-11-OPTAAC303/timeseries_plots/deployment0003/deployment0003_RS03AXBS-LJ03A-11-OPTAAC303-streamed-optaa_sample-beam_attenuation-2016-07-12.png,"61% of beam attenuation and 84% optical_absorption values for this deployment are NaNs, fill values, outside of global ranges, or outliers (+/- 5 SD)"
comment,RS01SLBS-LJ01A-10-ADCPTE101,,,,Lori,2019-12-16T14:35:00,,"The .nc files for deployments 1-3 are missing the coordinates pressure, lat and lon."
comment,RS01SLBS-LJ01A-10-ADCPTE101,,,,Lori,2019-12-16T14:42:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/RS/RS01SLBS/RS01SLBS-LJ01A-10-ADCPTE101/plots/deployment0001/deployment0001_RS01SLBS-LJ01A-10-ADCPTE101-streamed-adcp_velocity_beam-northward_seawater_velocity-2015-04-13_rmoutliers.png,bin_depths are incorrect for deployments 1-3. The bin_depth ranges are about 2475 - 2930 m for all three deployments.
comment,RS01SLBS-LJ01A-10-ADCPTE101,,,,Lori,2019-12-16T14:43:00,,"40-55% of seawater velocities for deployments 1-3 are NaNs, outside of global ranges, or outliers (+/- 5 SD)."
comment,RS03AXBS-LJ03A-10-ADCPTE303,1.0,,,Lori,2019-12-16T16:03:00,,Missing data for deployment 1 should be annotated.
comment,RS03AXBS-LJ03A-10-ADCPTE303,,,,Lori,2019-12-16T16:03:00,,"The .nc files for deployments 1-3 are missing the coordinates pressure, lat and lon."
comment,RS03AXBS-LJ03A-10-ADCPTE303,,,,Lori,2019-12-16T16:06:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/RS/RS03AXBS/RS03AXBS-LJ03A-10-ADCPTE303/plots/deployment0002/deployment0002_RS03AXBS-LJ03A-10-ADCPTE303-streamed-adcp_velocity_beam-eastward_seawater_velocity-2015-07-14_rmoutliers.png,bin_depths are incorrect for deployments 1-3. The bin_depth ranges are about 2100 - 2700 m for all three deployments.
comment,RS03AXBS-LJ03A-10-ADCPTE303,,,,Lori,2019-12-16T16:07:00,,"40-70% of seawater velocities for deployments 1-3 are NaNs, outside of global ranges, or outliers (+/- 5 SD)."
comment,RS01SUM2-MJ01B-12-ADCPSK101,1.0,,,Lori,2019-12-18T17:53:00,,"The .nc files for deployment 1 are missing the coordinates pressure, lat and lon."
comment,RS01SUM2-MJ01B-12-ADCPSK101,1.0,,,Lori,2019-12-20T13:29:00,https://marine.rutgers.edu/cool/ooi/data-eval/data_review/RS/RS01SUM2/RS01SUM2-MJ01B-12-ADCPSK101/plots/deployment0001/deployment0001_RS01SUM2-MJ01B-12-ADCPSK101-streamed-adcp_velocity_beam-eastward_seawater_velocity-2014-12-06_rmoutliers.png,"It looks like the bin_depths changed in March 2015, after which there is a lot of noise in the upper 300m of the water column."
comment,RS01SUM2-MJ01B-12-ADCPSK101,1.0,,,Lori,2019-12-18T17:59:00,,"Approximately 50% of the seawater velocities for deployment 1 are NaNs, outside of global ranges, or outliers (+/- 5 SD)"
